"asset_id","company_name","number_of_employees","head_of_company","founded_year","website","gics_sector","gics_industry","symbol","asset_class","thumbnail_style","exchange_code","exchange_name","business_description"
11006792,"Prosperity Bancshares, Inc.",3850,David E. Zalman,1983,http://www.prosperitybankusa.com,Financials,Banks,PB,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Prosperity Bancshares, Inc. is a holding company, which engages in the provision of financial products and solutions. It offers retail and commercial banking services such as deposits, online Internet banking, loan, investments, trust, and credit card to small and medium-sized businesses and consumers. The company was founded by Tracy T. Rudolph in 1983 and is headquartered in Houston, TX."
11000565,"Biogen, Inc.",7570,Christopher A. Viehbacher,1978,http://www.biogen.com,Health Care,Biotechnology,BIIB,Stock,PORTRAIT,NASDAQ,NASDAQ,"Biogen, Inc. is a biopharmaceutical company, which engages in discovering, developing, and delivering therapies for neurological and neurodegenerative diseases. Its products include TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI and FAMPYRA for the treatment of MS, SPINRAZA for the treatment of SMA, ADUHELM for the treatment of Alzheimer's disease, and FUMADERM for the treatment of severe plaque psoriasis. The company was founded by Charles Weissmann, Heinz Schaller, Kenneth Murray, Walter Gilbert, and Phillip Allen Sharp in 1978 and is headquartered in Cambridge, MA."
11006317,"CS Disco, Inc.",543,Scott Anthony Hill,2012,http://www.csdisco.com,Information Technology,Software,LAW,Stock,PORTRAIT,NYSE,New York Stock Exchange,"CS Disco, Inc. engages in the provision of legal technology solutions. It operates through the United States and All Other Countries segments. The company was founded by Kiwi Camara, Kent Radford, Gabe Krambs and Barry Hagan in 2012 and is headquartered in Houston, TX."
11002795,"MGE Energy, Inc.",719,Jeffrey M. Keebler,2001,http://www.mgeenergy.com,Utilities,Electric Utilities,MGEE,Stock,PORTRAIT,NASDAQ,NASDAQ,"MGE Energy, Inc. engages in the provision of natural gases and electric services. It operates through the following segments: Regulated Electric Utility Operations, Regulated Gas Utility Operations, Non-Regulated Energy Operations, Transmission Investments, and All Other. The Regulated Electric Utility Operations segment involves generating, purchasing, and distributing electricity. The Regulated Gas Utility Operations segment includes purchasing and distributing natural gas. The Non-Regulated Energy Operations segment offers owning and leasing electric generating capacity. The Transmission Investments segment represents investment in American Transmission Company LLC, a company engaged in the business of providing electric transmission services primarily in Wisconsin. The All Other segment invests in companies and property that relate to the regulated operations and financing the regulated operations. The company was founded in 2001 and is headquartered in Madison, WI."
11006352,"Lemonade, Inc.",1258,Daniel Asher Schreiber,2015,http://www.lemonade.com,Financials,Insurance,LMND,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Lemonade, Inc. is a holding company, which engages in the provision of insurance services. The firm's products include renters and homeowners insurance, and pet insurance. It offers insurance coverage under the homeowners multi-peril, inland marine, and general liability lines of business. The company was founded by Daniel Asher Schreiber and Shai Wininger on June 17, 2015 and is headquartered in New York, NY."
11007207,"Solaris Oilfield Infrastructure, Inc.",338,William A. Zartler,2014,http://www.solarisoilfield.com,Energy,Energy Equipment & Services,SOI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Solaris Oilfield Infrastructure, Inc. is a holding company, which engages in the manufacture of patented mobile proppant management systems that unload, store, and deliver proppant to oil and natural gas well sites. Its products include Mobile Proppant and Mobile Chemical Management Systems, and Inventory Management Software. The firm's services include field, last mile management, and transloading services. The company was founded by William A. Zartler in 2014 and is headquartered in Houston, TX."
11005511,Cazoo Group Ltd.,,Paul Whitehead,2018,http://www.cazoo.co.uk,Consumer Discretionary,Internet & Direct Marketing Retail,CZOO,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Cazoo Group Ltd. operates as an online car retailer, which transforms the car buying and selling experience across the UK and Europe. The firm focuses on the buying or selling of a car no different to ordering any other product online, where consumers can buy, sell, finance or subscribe to a car entirely online for delivery or collection. The company was founded by Alexander Edward Chesterman in 2018 and is headquartered in London, the United Kingdom."
11001495,EUDA Health Holdings Ltd.,,Wei Wen Chen,2019,http://euda.com,Health Care,Health Care Equipment & Supplies,EUDA,Stock,PORTRAIT,NASDAQ,NASDAQ,"EUDA Health Holdings Ltd. engages in the provision of a digital healthcare analytic platform. It operates through Medical Services and Property Management Services segments. The Medical Services segment involves in the healthcare specialty group business offering range of specialty care services to patients, and engaged in the medical facility general practice clinic that provides holistic care for various illnesses. The Property Management Services segment operates in the property management that services shopping malls, business office building, and residential apartments. The company was founded by Kelvin Chen on 2019 is headquartered in Singapore."
11004697,Wearable Devices Ltd.,,Asher Dahan,2014,http://www.wearabledevices.co.il,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",WLDS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Wearable Devices Ltd. engages in the development of a non-invasive neural input technology that allows operation and control of digital devices using subtle finger movements and fingertip pressure. It offers Mudra band, a neutral input wristband. The company was founded by Asher Dahan, Guy Wagner, and Leeor Langer in March 2014 and is headquartered in Yokne'am Illit, Israel."
11004957,"Arista Networks, Inc.",4023,Jayshree V. Ullal,2004,http://www.arista.com,Information Technology,Communications Equipment,ANET,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Arista Networks, Inc. engages in the business of developing, marketing, and selling cloud networking solutions. The firm is also involved in switching and routing platforms and related network applications. The company was founded by Andreas Bechtolsheim, David Cheriton, and Kenneth Duda in November 2004 and is headquartered in Santa Clara, CA."
11004682,"Windtree Therapeutics, Inc.",15,Craig E. Fraser,1992,http://www.windtreetx.com,Health Care,Biotechnology,WINT,Stock,PORTRAIT,NASDAQ,NASDAQ,"Windtree Therapeutics, Inc. is a clinical-stage biopharmaceutical and medical device company engaged in the development of novel therapeutics intended to address significant unmet medical needs in important acute care markets. It focuses on the treatment of acute cardiovascular and acute pulmonary diseases. The company was founded by Evan Myrianthopoulos and James S. Kuo on November 6, 1992 and is headquartered in Warrington, PA."
11004714,"WesBanco, Inc.",2321,Jeffrey H. Jackson,1870,http://www.wesbanco.com,Financials,Banks,WSBC,Stock,PORTRAIT,NASDAQ,NASDAQ,"WesBanco, Inc. is a bank holding company, which engages in the provision of financial services. It operates through the following segments: Community Banking, and Trust and Investment Services. The Community Banking segment delivers services traditionally offered by service commercial banks, including commercial demand, individual demand, and time deposit accounts, as well as commercial, mortgage, and individual installment loans, and certain non-traditional offerings, such as insurance and securities brokerage services. The Trust and Investment Services segment includes trust services as well as alternative investment products including mutual funds. The company was founded on January 20, 1870 and is headquartered in Wheeling, WV."
11002302,"Century Therapeutics, Inc.",165,Brent Pfeiffenberger,2018,http://www.centurytx.com,Health Care,Biotechnology,IPSC,Stock,PORTRAIT,NASDAQ,NASDAQ,"Century Therapeutics, Inc. engages in the development of off-the-shelf cell therapies to advance the course of cancer care. It focuses on harnessing the power of adult stem cells to develop curative allogeneic cell therapies for cancer. The company was founded by Marcela Maus and Hiromitsu Nakauchi in 2018 and is headquartered in Philadelphia, PA."
11007077,Royal Bank of Canada,91398,David Ian McKay,1864,http://www.rbcroyalbank.com,Financials,Banks,RY,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Royal Bank of Canada engages in the provision of banking and financial services. It operates through the following segments: Personal and Commercial Banking, Wealth Management, Insurance, Capital Markets, and Corporate Support. The Personal and Commercial Banking segment deals with a broad suite of financial products and services in both individual and business clients in Canada, the Caribbean, and the U.S. The Wealth Management segment offers a suite of wealth, investment, trust, banking, credit, and other advice-based solutions. It also offers other wealth management solutions to institutional and individual clients through its distribution channels and third-party distributors. The Insurance segment refers to a suite of advice and solutions for individual and business clients including life, health, wealth, property and casualty, travel, group benefits, annuities, and reinsurance. The Capital Markets segment is involved in the provision of advisory and origination, sales and trading, lending and financing and transaction banking to corporations, institutional clients, asset managers, private equity firms and governments globally. The Corporate Support segment consists of technology and operations services. The company was founded by J. W. Merkell, Edward Kenny, T. C. Kinnear, James B. Duffus, William Cunard, John Tobin, George P. Mitchell and Jeremiah Northup in 1864 and is headquartered in Toronto, Canada."
11002228,"Ingles Markets, Inc.",26420,James W. Lanning,1963,http://www.ingles-markets.com,Consumer Staples,Consumer Staples Distribution & Retail,IMKTA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Ingles Markets, Inc. engages in the operation of a supermarket chain in Georgia, North Carolina, Tennessee, Virginia, and Alabama. It offers its products through the following categories: grocery, non-foods, perishables and other. The grocery products consist of groceries, dairy, and frozen foods. The non-foods products include alcoholic beverages, tobacco, pharmacy, health, beauty, and cosmetic products. The perishables products include meat, produce, deli, and bakery. The Others consists of fluid dairy operations and shopping center rentals. The company was founded by Robert P. Ingle in 1963 and is headquartered in Black Mountain, NC."
11002085,"Harmony Biosciences Holdings, Inc.",246,Jeffrey M. Dayno,2017,http://www.harmonybiosciences.com,Health Care,Pharmaceuticals,HRMY,Stock,PORTRAIT,NASDAQ,NASDAQ,"Harmony Biosciences Holdings, Inc. is a commercial-stage pharmaceutical company, which engages in the development and commercialization of therapies for the treatment of neurological disorders. Its product, WAKIX, is a molecule with a novel mechanism of action designed to increase histamine signaling in the brain by binding to H3 receptors. The company was founded by Jeffrey S. Aronin on July 25, 2017 and is headquartered in Plymouth Meeting, PA."
11007366,The Timken Co.,19000,Richard G. Kyle,1899,http://www.timken.com,Industrials,Machinery,TKR,Stock,PORTRAIT,NYSE,New York Stock Exchange,"The Timken Co. engages in the engineering, manufacturing, and marketing of bearings and industrial motion products. In addition to bearings, it offers drives, belts, chains, lubrication systems, couplings, industrial clutches, and brakes. It operates through the Mobile and Process Industries segments. The Mobile Industries segment serves OEM and end-user customers with solutions that help move transportation forward efficiently. The Process Industries segment handles OEM and end-user customers in industries such as renewable energy, robotics and automation, and food production. The company was founded by Henry Timken in 1899 and is headquartered in North Canton, OH."
11005818,"FIGS, Inc.",354,Catherine Spear,2013,http://www.wearfigs.com,Health Care,Health Care Equipment & Supplies,FIGS,Stock,PORTRAIT,NYSE,New York Stock Exchange,"FIGS, Inc. engages in the production and management of healthcare apparel and lifestyle brands. It seeks to celebrate, empower and serve current and future generations of healthcare professionals. It offers lab coats, underscrubs, outerwear, loungewear, compression socks, footwear, masks and face shields that are specifically designed for the needs and preferences of the medical community. Its proprietary fabric technology, called FIONx, offers four-way stretch, anti-odor, anti-wrinkle and moisture wicking properties. The company was founded by Trina Spear and Heather Hasson in 2013 and is headquartered in Santa Monica, CA."
11005717,"Equity Bancshares, Inc.",717,Brad S. Elliott,2002,http://www.equitybank.com,Financials,Banks,EQBK,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Equity Bancshares, Inc. is a bank holding company, which engages in the provision of financial services to individuals and businesses. The firm also offers online banking solutions, and commercial and personal banking services such as savings, treasury management, and loans. The company was founded by Brad S. Elliott in November 2002 and is headquartered in Wichita, KS."
11003947,The Beauty Health Co.,881,Marla Malcolm Beck,1997,http://www.beautyhealth.com,Consumer Staples,Personal Care Products,SKIN,Stock,PORTRAIT,NASDAQ,NASDAQ,"The Beauty Health Co. engages in manufacturing and selling of serum-based hydradermabrasion systems and aesthetic products. The company was founded in 1997 and is headquartered in Long Beach, CA."
11003023,NeuroOne Medical Technologies Corp.,16,David A. Rosa,2009,http://www.n1mtc.com,Health Care,Health Care Equipment & Supplies,NMTC,Stock,PORTRAIT,NASDAQ,NASDAQ,"NeuroOne Medical Technologies Corp. is a medical technology company, which engages in the development and commercialization of thin film electrode technology for continuous electroencephalogram and stereoelectrocencephalography recording, spinal cord stimulation, brain stimulation, and ablation solutions. The company was founded by Mark Christianson on August 20, 2009 and is headquartered in Eden Prairie, MN."
11000184,"Akoya Biosciences, Inc.",330,Brian McKelligon,2015,http://www.akoyabio.com,Health Care,Health Care Equipment & Supplies,AKYA,Stock,PORTRAIT,NASDAQ,NASDAQ,"Akoya Biosciences, Inc. is a life sciences technology company delivering spatial biology solutions focused on transforming discovery and clinical research. The company offers comprehensive single-cell imaging solutions that allow researchers to phenotype cells with spatial context and visualize how they organize and interact to influence disease progression and treatment response. Akoya offers two distinct solutions, the CODEX and Phenoptics platforms, to serve the diverse needs of researchers across discovery, translational and clinical research. The company was founded by Garry Nolan, Yury Goltsev and Nikolay Samusik in 2015 and is headquartered in Marlborough, MA."
11004754,"Exagen, Inc.",179,John Aballi,2002,http://www.exagen.com,Health Care,Biotechnology,XGN,Stock,PORTRAIT,NASDAQ,NASDAQ,"Exagen, Inc. is a commercial-stage diagnostics company, which engages in transforming the care continuum for patients suffering from debilitating and chronic autoimmune diseases by enabling timely differential diagnosis and optimizing therapeutic intervention. It operates under the Avise brand. The company was founded by Waneta C. Tuttle and Cole Harris in 2002 and is headquartered in Vista, CA."
11003559,"Pyxis Tankers, Inc.",,Eddie Valentis,2015,http://www.pyxistankers.com,Industrials,Marine Transportation,PXS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Pyxis Tankers, Inc. is an international maritime transportation holding company, which engages in the ownership and operation of a fleet of product tankers. It also deals with the seaborne transportation and shipping of refined petroleum products and other bulk liquids. The company was founded by Valentios Valentis on March 23, 2015 and is headquartered in Maroussi, Greece."
11004638,"WaFd, Inc.",2120,Brent Joseph Beardall,1994,http://www.wafdbank.com,Financials,Thrifts & Mortgage Finance,WAFD,Stock,PORTRAIT,NASDAQ,NASDAQ,"WaFd, Inc. engages in the provision of lending, depository, insurance, and other banking services to consumers. It operates through the Commercial Loans and Consumer Loans segments. The Commercial Loans segment is disaggregated into five classes: multi-family, commercial real estate, commercial and industrial, construction, and land acquisition and development. The Consumer Loans segment includes single-family-residential mortgage, custom construction, consumer lot loans, home equity lines of credit, and consumer. The company was founded on November 15, 1994 and is headquartered in Seattle, WA."
11007950,"SIFCO Industries, Inc.",368,Peter W. Knapper,1913,http://www.sifco.com,Industrials,Aerospace & Defense,SIF,Stock,PORTRAIT,NYSE,New York Stock Exchange,"SIFCO Industries, Inc. engages in the manufacture of forgings and machined components for the aerospace and energy markets. Its products include OEM and aftermarket components for aircraft and industrial gas turbine engines, steam turbine blades, structural airframe components, aircraft landing gear components, aircraft wheels and brakes, critical rotating components for helicopters, and commercial or industrial products. The company was founded in 1913 and is headquartered in Cleveland, OH."
11001208,Dada Nexus Ltd.,,Jia Qi Kuai,2014,http://www.imdada.cn,Consumer Discretionary,Internet & Direct Marketing Retail,DADA,DepositoryReceipt,PORTRAIT,NASDAQ,NASDAQ,"Dada Nexus Ltd. engages in the provision of platform for local on-demand retail and delivery in China. It operates JD-Daojia, a local on-demand retail platform; and Dada Now, a local on-demand delivery platform in The company was founded by Jia Qi Kuai and Jun Yang on July 8, 2014 and is headquartered in Shanghai, China."
11004345,Telesat Corp.,490,Daniel S. Goldberg,1969,http://www.telesat.com,Information Technology,"Electronic Equipment, Instruments & Components",TSAT,Stock,PORTRAIT,NASDAQ,NASDAQ,"Telesat Corp. delivers satellite communications and consulting services. Its services include broadcast, enterprise and consulting, and other. The company was founded in 1969 and is headquartered in Ottawa, Canada."
11003392,"Parke Bancorp, Inc.",106,Vito S. Pantilione,2005,http://www.parkebank.com,Financials,Banks,PKBK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Parke Bancorp, Inc. is a holding company, which engages in the provision of community banking. The company was founded in January 2005 and is headquartered in Sewell, NJ."
11001204,"Citizens Financial Services, Inc.",422,Randall E. Black,1983,http://www.firstcitizensbank.com,Financials,Banks,CZFS,Stock,PORTRAIT,NASDAQ,NASDAQ,"Citizens Financial Services, Inc. is a holding company, which operates as a community bank. The company was founded in 1984 and is headquartered in Mansfield, PA."
11005346,The Cigna Group,72500,David Michael Cordani,1792,http://www.cigna.com,Health Care,Health Care Providers & Services,CI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"The Cigna Group is a global health company, which engages in the provision of global health services. It operates through the following segments: Evernorth Health Services, Cigna Healthcare, Other Operations, and Corporate. The Evernorth Health Services segment partners with health plans, employers, governmental organizations, and health care providers to solve challenges in the areas of pharmacy benefits, home delivery pharmacy, specialty pharmacy, specialty distribution, and care delivery and management solutions. The Cigna Healthcare segment includes the U.S. Healthcare and International Health operating segments, which provide comprehensive medical and coordinated solutions to clients and customers. The Other Operations segment consists of the remainder of business operations, which includes certain ongoing businesses and exited businesses. The Corporate segment refers to net interest expense, certain litigation matters, expense associated with frozen pension plans, charitable contributions, operating severance, certain overhead and enterprise-wide project costs, and eliminations for products and services sold between segments. The company was founded in 1792 and is headquartered in Bloomfield, CT."
11004293,"TMC the metals co., Inc.",46,Gerard Barron,2021,http://www.metals.co,Materials,Metals & Mining,TMC,Stock,PORTRAIT,NASDAQ,NASDAQ,"TMC the metals co., Inc. is an exploration company, which engages in the collection, processing, and refining of seafloor polymetallic nodules. The company was founded in 2021 and is headquartered in Vancouver, Canada."
11000780,"Cal-Maine Foods, Inc.",2976,Sherman L. Miller,1957,http://www.calmainefoods.com,Consumer Staples,Food Products,CALM,Stock,PORTRAIT,NASDAQ,NASDAQ,"Cal-Maine Foods, Inc. engages in the production, grading, packing, marketing, and distribution of shell eggs. The firm operates farms, processing plants, hatcheries, feed mills, warehouses, offices and other properties. It markets shell eggs to national and regional grocery store chains, club stores, foodservice distributors, and egg product manufacturers. The company was founded by Fred R. Adams Jr. in 1957 and is headquartered in Jackson, MS."
11005668,"EastGroup Properties, Inc.",96,Marshall A. Loeb,1969,http://www.eastgroup.net,Real Estate,Diversified REITs,EGP,Stock,PORTRAIT,NYSE,New York Stock Exchange,"EastGroup Properties, Inc. is an internally-managed equity real estate investment trust, which engages in the development, acquisition, and operation of industrial properties. The company was founded in 1969 and is headquartered in Ridgeland, MS."
11004718,WSFS Financial Corp.,2229,Rodger Levenson,1832,http://www.wsfsbank.com,Financials,Thrifts & Mortgage Finance,WSFS,Stock,PORTRAIT,NASDAQ,NASDAQ,"WSFS Financial Corp. is a savings and loan holding company, which engages in the provision of banking and financial services. It operates through the following business segments: WSFS Bank, Cash Connect, and Wealth Management. The WSFS Bank segment provides loans and other financial products to commercial and retail customers. The Cash Connect segment offers ATM vault cash, cash safe, and other cash logistics services. The Wealth Management segment focuses on an array of fiduciary, investment management, credit, and deposit products to clients. The company was founded in 1832 and is headquartered in Wilmington, DE."
11005514,"Delta Air Lines, Inc.",100000,Edward Herman Bastian,1928,http://www.delta.com,Industrials,Passenger Airlines,DAL,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Delta Air Lines, Inc. engages in the provision of scheduled air transportation for passengers and cargo. It operates through the Airline and Refinery segments. The Airline segment provides scheduled air transportation for passengers and cargo. The Refinery segment provides jet fuel to the airline segment. The company was founded by Collett Everman Woolman in 1928 and is headquartered in Atlanta, GA."
11001680,"Finch Therapeutics Group, Inc.",1,Matthew P. Blischak,2014,http://www.finchtherapeutics.com,Health Care,Biotechnology,FNCH,Stock,PORTRAIT,NASDAQ,NASDAQ,"Finch Therapeutics Group, Inc. engages in the development of microbiome drugs. Its platform includes Human-First Discovery that enables reverse translation from clinical data to engineer the composition of the microbiome based on disease-modifying mechanisms. The company was founded by Mark Smith, Andrew Noh, Tom Borody and Zain Kassam in 2014 and is headquartered in Boston, MA."
11005960,"Globus Medical, Inc.",5000,Daniel T. Scavilla,2003,http://www.globusmedical.com,Health Care,Health Care Equipment & Supplies,GMED,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Globus Medical, Inc. operates as a medical device company that develops and commercializes healthcare solutions. The firm engages in developing products that promote healing in patients with musculoskeletal disorders. It classifies products into Innovative Fusion and Disruptive Technology. It operates through the United States and International geographical segments. The company was founded by David C. Paul, David D. Davidar and Andrew Iott in March 2003 and is headquartered in Audubon, PA."
11002638,"Leap Therapeutics, Inc.",54,Doug E. Onsi,2011,http://www.leaptx.com,Health Care,Biotechnology,LPTX,Stock,PORTRAIT,NASDAQ,NASDAQ,"Leap Therapeutics, Inc. is a clinical stage biopharmaceutical company, which engages in developing novel therapies designed to treat patients with cancer. The company was founded on January 3, 2011 and is headquartered in Cambridge, MA."
11005347,"Citizens, Inc. (Austin, Texas)",232,Gerald W. Shields,1969,http://www.citizensinc.com,Financials,Insurance,CIA,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Citizens, Inc. is a holding company, which engages in the provision of insurance and reinsurance services. It operates through the Life Insurance and Home Service Insurance segments. The Life Insurance segment primarily issues ordinary whole life insurance and endowment policies in U.S. dollar-denominated amounts to foreign residents. The Home Service Insurance segment focuses on the life insurance needs of the middle- and lower-income markets. The company was founded by Harold Eugene Riley in 1969 and is headquartered in Austin, TX."
11006732,"Omega Healthcare Investors, Inc.",57,Charles Taylor Pickett,1992,http://www.omegahealthcare.com,Real Estate,Diversified REITs,OHI,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Omega Healthcare Investors, Inc. engages in the provision of financing and capital to the long-term healthcare industry with a particular focus on skilled nursing facilities, assisted living facilities, independent living facilities, rehabilitation and acute care facilities, and medical office buildings. The company was founded on March 31, 1992 and is headquartered in Hunt Valley, MD."
11007451,UBS Group AG,112842,Sergio P. Ermotti,1998,http://www.ubs.com,Financials,Capital Markets,UBS,Stock,PORTRAIT,NYSE,New York Stock Exchange,"UBS Group AG is a holding company, which engages in the provision of financial management solutions. It operates through the following segments: Global Wealth Management, Personal and Corporate Banking, Asset Management, Investment Bank, Non-Core and Legacy, and Group Items. The Global Wealth Management segment involves the provision of advice and solutions and offers investment management, estate planning and corporate finance, banking products and services. The Personal and Corporate segment focuses on offering retirement, financing, investments and strategic transactions through its branch network and digital channels. The Asset Management segment consists of capabilities and styles, and advisory support. The Investment Bank segment includes research, advisory services, facilitating clients raising debt and equity from the public, private, and capital markets, cash and derivatives trading. The Non-Core and Legacy segment refers to assets and liabilities prior to the acquisition. The Group Items segment consists of Technology, Corporate Services, Human Resources, Finance, Legal, Risk Control, Compliance, Regulatory and Governance, Communications and Branding, Group Sustainability and Impact, Chief Strategy Office, and Group Treasury. The company was founded on June 29, 1998 and is headquartered in Zurich, Switzerland."
11000775,"Candel Therapeutics, Inc.",42,Paul-Peter Tak,2002,http://www.candeltx.com,Health Care,Biotechnology,CADL,Stock,PORTRAIT,NASDAQ,NASDAQ,"Candel Therapeutics, Inc. is a late clinical stage biotechnology company, which engages in the development and commercialization of viral immunotherapies. Its pipeline includes CAN-2409 and CAN-3110. The company was founded by Estuardo Aguilar-Cordova in 2002 and is headquartered in Needham, MA."
11002870,"Mondee Holdings, Inc.",1226,Prasad Gundumogula,2011,http://www.mondee.com,Consumer Discretionary,"Hotels, Restaurants & Leisure",MOND,Stock,PORTRAIT,NASDAQ,NASDAQ,"Mondee Holdings Inc. is a travel technology company, which engages in the provision of a state-of-the art platform, technologies, apps, operating systems, and technology-enabled services that seamlessly facilitate travel transactions to serve travelers through travel affiliates and emerging channels. It operates through the Travel Marketplace and SAAS Platform segments. The Travel Marketplace segment is involved in the selling of airline tickets through a proprietary platform. The SAAS Platform segment offers corporate travel cost savings solutions through its own technology platform. The company was founded by Prasad Gundumogula in 2011 and is headquartered in Austin, TX."
11003403,"Piedmont Lithium, Inc.",63,Keith D. Phillips,2020,http://www.piedmontlithium.com,Materials,Metals & Mining,PLL,Stock,PORTRAIT,NASDAQ,NASDAQ,"Piedmont Lithium, Inc. is an exploration stage company, which engages in the exploration and development of mineral properties. The firm focuses on developing and manufacturing battery quality lithium hydroxide for the electric vehicle industry. Its projects include Carolina Lithium, Quebec, and Ghana. The company is headquartered in Belmont, NC."
11006944,Pearson Plc,17612,Omar P. Abbosh,1844,http://www.pearson.com,Communication Services,Media,PSO,DepositoryReceipt,PORTRAIT,NYSE,New York Stock Exchange,"Pearson Plc engages in the business of education, business information, and consumer publishing markets. It operates through the following segments: Assessment and Qualifications, Virtual Learning, English Language Learning, Workforce Skills, Higher Education, and Strategic Review. The Assessment and Qualifications segment includes Pearson VUE, US school assessment, clinical assessment, UK GCSE, A levels and international academic qualifications, and associated courseware including the English-speaking Canadian and Australian K-12 businesses and PDRI. The Virtual Learning segment is involved in virtual schools and online program management. The English Language Learning segment focuses on Pearson test of English, institutional courseware, and English online solutions. The Workforce Skills segment offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The Higher Education segment provides US, Canadian, and international higher education courseware businesses. The company was founded by Pearson Samuel in 1844 and is headquartered in London, the United Kingdom."
11002253,InterCure Ltd.,,Alexander Rabinovitch,1994,http://www.intercure.co,Health Care,Biotechnology,INCR,Stock,PORTRAIT,NASDAQ,NASDAQ,"InterCure Ltd. engages in the business of medical cannabis and biomedicine. It operates through the Investments in Biomed Portfolio Companies and Investments in Medical Cannabis Companies segments. The company was founded by Benjamin Gavish and Erez Gavish on November 20, 1994 and is headquartered in Herzliya, Israel."
11001984,"Gyre Therapeutics, Inc.",,Han Ying,1997,http://www.gyretx.com,Health Care,Biotechnology,GYRE,Stock,PORTRAIT,NASDAQ,NASDAQ,"Gyre Therapeutics, Inc. operates as a biopharmaceutical company. It is focused on the development and commercialization of Hydronidone (F351) for the treatment of Metabolic Dysfunction Associated Steatohepatitis (MASH-associated liver fibrosis). The firm operates through the BC and Gyre segments. The company was founded on March 7, 1997 and is headquartered in San Diego, CA."
11002649,"Lesaka Technologies, Inc.",2303,Christopher Guy Butt Meyer,1989,http://lesakatech.com,Information Technology,Software,LSAK,Stock,PORTRAIT,NASDAQ,NASDAQ,"Lesaka Technologies, Inc. is a South African financial technology company which focuses on delivering financial services to consumers (B2C) and merchants (B2B) in Southern Africa through proprietary banking and payment technologies. Its services include banking, lending and insurance solutions to consumers, cash management solutions, bill payment technology, value-added services, business funding and card acquiring solutions to formal and informal retail merchants. The company was founded by Serge Christian Pierre Belamant in 1989 and is headquartered in Johannesburg, South Africa."
11002202,"IGM Biosciences, Inc.",224,Fred M. Schwarzer,2010,http://www.igmbio.com,Health Care,Biotechnology,IGMS,Stock,PORTRAIT,NASDAQ,NASDAQ,"IGM Biosciences, Inc. operates as a biotechnology company, which develops antibodies for the treatment of cancer. It offers the IgM platform to expand upon the inherent properties of IgM antibodies and to allow for the rapid development of engineered therapeutic antibodies. The firm’s product pipeline includes IGM-2323, which is a CD20 x CD3 bispecific IgM antibody designed to treat patients with B cell Non-Hodgkin's lymphoma and other B cell malignancies, IGM-8444, which is an IgM antibody targeting Death Receptor 5 for the treatment of patients with solid and hematologic malignancies, and IGM-7354, which will target the delivery of IL-15 with the goal of inducing immune cell stimulation and proliferation. The company was founded in 2010 and is headquartered in Mountain View, CA."
11004848,AerCap Holdings NV,679,Aengus Kelly,2006,http://www.aercap.com,Industrials,Trading Companies & Distributors,AER,Stock,PORTRAIT,NYSE,New York Stock Exchange,"AerCap Holdings NV engages in the leasing, financing, sales, and management of commercial flight equipment. It offers passenger and cargo aircraft. The company was founded in 1995 and is headquartered in Dublin, Ireland."
11006221,"Joby Aviation, Inc.",1777,JoeBen Bevirt,2009,http://www.jobyaviation.com,Industrials,Ground Transportation,JOBY,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Joby Aviation, Inc. is a transportation company, which engages in developing an all-electric, vertical take-off and landing aircraft that intends to operate as a commercial passenger aircraft. The company was founded by Bevirt Joebenn in 2009 and is headquartered in Santa Cruz, CA."
11005609,"Diana Shipping, Inc.",1018,Semiramis Paliou,1999,http://www.dianashippinginc.com,Industrials,Marine Transportation,DSX,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Diana Shipping, Inc. operates as a holding company, which engages in the provision of shipping transportation services through the ownership and operation of dry bulk vessels. Its vessels are being employed primarily on medium to long-term time charters and transport a range of dry bulk cargoes, including such commodities as iron ore, coal, grain, and other materials along worldwide shipping routes. The company was founded on March 8, 1999 and is headquartered in Athens, Greece."
11005040,"Avanos Medical, Inc.",3771,Joseph F. Woody,2014,http://www.avanos.com,Health Care,Health Care Equipment & Supplies,AVNS,Stock,PORTRAIT,NYSE,New York Stock Exchange,"Avanos Medical, Inc. is a medical technology company, which engages in delivering clinically superior medical device solutions and products to healthcare providers and patients. The company was founded on February 25, 2014 and is headquartered in Alpharetta, GA."
